0,1,2,3
1.63477561451378,2.8440634377515113,0.31964937444067415,0.0037884973946926692
1.635738066486049,2.8436469874720873,0.31891203536477936,0.0038368638220396267
1.6361835384126584,2.9875315734646337,0.3189518650819998,0.00392259269116324
1.6362046228456126,2.9877260316811043,0.3199516382129251,0.003868494417411661
1.6371869182551482,2.9879353059907623,0.31993138297155904,0.0038832005971927153
1.6381143159445148,2.9877157627491413,0.31895137022058734,0.004035083487759161
1.637118074343214,2.9876643047627045,0.31995187012346066,0.004010606628318758
1.6360706196657557,2.987394195860769,0.3209515872246968,0.0040977470023322304
1.637046865266841,2.9876574912203524,0.32095093065173375,0.004132863906328499
1.6380749126550438,2.9878228564430294,0.3199521931803954,0.0040492634097109015
1.639080649165617,2.987979824168466,0.3189140760422508,0.004017778440193354
1.6390969075084652,2.9880307277842393,0.3179401306361658,0.003999515066638759
1.638143018025889,2.987923296014367,0.3189513171056569,0.0039050778312124113
1.638188360494436,2.9873726221502945,0.31779224029051,0.0036755773517216372
1.6371931714711387,2.987676866752195,0.3189317649516308,0.0036457322112699586
1.63719860927023,2.987945342491003,0.31795134473935577,0.003637837511154318
1.6381626666299285,2.9874918368216354,0.31795133824522553,0.0036981734806189603
1.6372340775298633,2.9877809321295743,0.3179107135926522,0.003551043639981044
1.6360322166011427,2.987920855904577,0.31695099095855717,0.003931483572327865
1.6370856151813649,2.9874321519361557,0.31795100132842236,0.0038168622063803337
1.6360541409402556,2.9879663273845445,0.3178038387361006,0.0038797112474868722
1.6370307235237487,2.9882840885011586,0.31695393295210217,0.003965258292756735
1.6367605703978891,2.987983324716342,0.31595186844704315,0.004483303644589931
1.6367692571824035,2.9874859958388305,0.31695086396983735,0.004480891822443267
1.6356227779113786,2.989415779665928,0.3159513604366011,0.004802916718538164
1.6355431306607433,2.989666149289071,0.31492694550061245,0.005033996611570224
1.6364972497099517,2.9889135871035193,0.3149105540757449,0.0051573985906294695
1.6364915298638505,2.9884560372396556,0.31595077951795547,0.005162035728734082
1.6373355560469722,2.9877514367149547,0.314951003421218,0.005450213488737088
1.6371921549161788,2.987606142555267,0.3139521473396914,0.0056911259345473475
1.6381409047544297,2.988061804761056,0.31295082981706507,0.0057460589212074975
