0,1,2
-4.536575053019085,-1.6218291183344409,-10.424616924064178
-4.86077703016958,-9.795657666411257,-11.562953307812458
-3.5467594927174018,-1.8480474620355762,-10.971832642231155
-2.591312950204495,-5.192433117179312,-10.480182854913076
-1.891235522948541,-1.2784648083883146,-10.748654471497145
-1.3964645131119744,-0.9370804715602824,-10.678785640117004
-1.0376821794612534,-0.6883454524099634,-10.62670352253524
-0.7788054668625013,-0.5098868038178173,-10.586992080146073
-0.5497564473432535,-0.3628946079026818,-10.575149994197044
-0.22093087744586587,-0.24282137466475617,-10.581266148459733
-3.1996130478263582,-0.1656968143709322,-9.471413810694028
-2.1576333935612744,-0.09831069820943283,-9.775432283501596
-0.33604956842905254,-0.0737662392245802,-10.441962473862112
1.2802042414416304,-0.06916515934953464,-11.079315490369712
1.117224143535585,-0.029592582598137594,-10.949700193052882
2.0538016356536413,-0.02425132190737947,-11.330143890075217
3.0247714724410417,-0.03303085140464714,-11.715955535153983
2.390678046994122,-0.0032068570102996748,-11.414370625492435
2.983122329783721,-0.005040340957320309,-11.683063852705363
3.7031854237460777,-0.01900991607329455,-11.968385823627148
2.885894015751496,0.007040971630291017,-11.598613508881042
3.344509253327754,0.0024248261326755326,-11.82364956242834
3.967010139508736,-0.013561474971351982,-12.068707546014425
3.0784802277970096,0.011027612383337281,-11.671836032296854
3.485048489443818,0.00532958896042064,-11.879805781785494
4.06961226092554,-0.011441202230916698,-12.108679088619322
3.1533799066738633,0.012581240780745342,-11.701010506003147
3.539705704652323,0.006462535962512486,-11.902304048601517
4.109516941426177,-0.010613977260162194,-12.124649247485962
3.182511738808046,0.013188974823645883,-11.712666942462237
3.5609642618447137,0.006906779346611548,-11.911346855998897
4.125038287638201,-0.010289366524827287,-12.131049173888428
3.193843736917651,0.01342874353036089,-11.717338263080752
3.5692337802355993,0.0070831160470759096,-11.914994238326292
4.131076326455247,-0.010160286158066485,-12.133622307858277
3.198252674151723,0.013525173135054396,-11.719216469613128
3.5724514311572486,0.007155054681076836,-11.91647107342031
4.1334258135559505,-0.010107413704484914,-12.134660566363431
3.199968742613211,0.013565587742869822,-11.719974386312197
3.5737040763741086,0.007186141701424859,-11.91707165081045
4.134340501023817,-0.010084375133162134,-12.13508117939288
3.200637184873982,0.013584124456702505,-11.720281449064005
3.5741925833750785,0.007197329327397676,-11.917317190695597
4.134697199189678,-0.010075882761899281,-12.13525238192039
3.2008980957130984,0.013592071981788516,-11.720406414054642
3.574383705259035,0.007200806202581835,-11.91741825902538
4.134836728554636,-0.010073038474019018,-12.135322462052523
3.172956940422187,-0.917647856157631,-12.23883201536412
2.667415605704754,-0.24461849714021144,-11.452297358973093
1.9463207540485141,-0.1776711392544309,-11.198242774092018
1.395698494374113,-0.14037455474145816,-28.896356922333418
0.7284819516615684,-0.14294828303355372,-20.87250182297171
2.0504867862379923,-0.08336154376132074,-18.81190461361513
3.0301829778092975,-0.08769112394334068,-17.30219984312167
1.7090289904223788,1.2867870830769004,-14.885185888988103
1.25137344915923,13.289384026152913,-15.064341214927923
-2.157970258769879,1.3255074210008022,-13.035985932810119
-4.2740992152646395,6.371325691974717,-11.551785428498965
-1.5910083133795103,2.1179912550401703,-11.762717073137695
0.376500439363487,1.55279687428441,-12.039350341254954
0.4054941382892711,1.1287781724200738,-11.645190219766205
1.542457929684219,0.8122796104295943,-11.814192715403449
-1.9398799561926474,0.6071494278458174,-10.337984986951085
0.10870738762774512,0.4308133229766907,-10.99685945621145
0.26235490602570166,0.3354962775303856,-10.889541540111711
1.53873038588458,0.25580871691806617,-11.28539521321527
-1.9173084156785558,0.197814685681184,-9.944845981359592
-4.112903764826438,0.16609004510506847,-9.017422465959383
-1.4634430474649527,0.13034656140895345,-10.001553216063952
-0.937048622237425,0.0903737092625576,-10.157958234707298
0.5624469116288779,0.05450872129469399,-10.76997623230086
-2.655993719324366,0.054041374840732626,-9.56081384938198
-0.4136026874762644,0.02712976794042587,-10.418289388281579
-0.11868054957273755,0.040920980858522485,-10.467290272271534
1.2606303969688333,0.040943010293233086,-10.990707577882567
-2.1205460322250773,0.04098958246434109,-9.724844804046787
-4.2612385903527805,0.05164627315815501,-8.853254929400846
-1.5716178311563285,0.04684368881859354,-9.87898892773343
-1.0159721745203616,0.029441406662734693,-10.068508001565416
0.5048378572547878,0.010024388146267951,-10.70795022169036
-2.698116595422797,0.021573620986832895,-9.514353845383553
-0.44431909926656665,0.0034342027924391914,-10.383483501311591
-0.14108395217476438,0.023636158809895606,-10.441888577768113
1.2442834356246852,0.028341045627688938,-10.973234444758772
-2.13250362962006,0.03179057484988797,-9.711701850687202
-2.1238425931366987,0.5350421529838015,-10.067399509153564
-1.4097023942178537,0.6012346658597831,-10.230084165920198
-1.0298296711580597,0.43822789630451875,-10.3061999858807
-0.751688483771523,0.31990419549908444,-10.362598507931553
-0.5486193838308921,0.23358291953953403,-10.403851469394704
-0.40040664156542916,0.17056653255625892,-10.433972172856524
-0.2922350417299757,0.12455789681666302,-10.455959379291716
-0.1959323511503256,0.09528682905840596,-10.479471448503723
-0.12373793800435548,0.07419106164541511,-10.497477454307543
