0,1,2,3
3.228915191719718,2.8870436344123576,0.3555784349629232,"(1.9575350507328747e-08, 2.8291763023631306e-07, 1.579453915102671)"
3.229064442639767,2.988214255981244,0.35686548390164585,"(-1.7441032422949187e-07, -1.1992060777724386e-06, 1.5793018147852573)"
3.2300714728382154,2.9876034698206886,0.356862633498283,"(-4.7046311209560385e-08, 7.148364657314806e-06, 1.5792917342209325)"
3.2310807654583633,2.9876385115413093,0.3567871864082563,"(-5.501397291669008e-08, -2.382644454665871e-07, 1.5792548174752699)"
3.2320886772549735,2.987856278381885,0.35686446413077655,"(-3.1544931767386367e-07, 7.725287453782533e-07, 1.5792241409901202)"
3.232087064355236,2.9877572469805527,0.35785743510072004,"(-1.54297237225097e-07, -2.0231288119727337e-06, 1.5792192832003344)"
3.232099373576381,2.9879798909886173,0.35685832177070764,"(-7.70365306063262e-08, 1.2049109657368703e-05, 1.579183719081856)"
3.2331267772337156,2.9873934551444874,0.3567898341212023,"(2.2117516632109955e-05, -1.6491520935489117e-05, 1.579133125000651)"
3.2341287743300717,2.9868276291837788,0.35671341122949557,"(-8.177099981506725e-07, -2.9973387946004223e-06, 1.579128929172381)"
3.23504814719864,2.987715304816666,0.35686701898580836,"(-7.708825050077017e-08, -9.245775857250284e-06, 1.5792474044151759)"
3.2350567838002364,2.9881520374424215,0.3558648420956154,"(-3.1687030014300725e-07, -8.56837751812794e-08, 1.5791919562730126)"
3.2340188269426267,2.987354900671012,0.35686071375032746,"(-7.581231908182477e-08, -9.765732298116994e-06, 1.579260827477113)"
3.2342142384470556,2.9883793210665988,0.35586570025776065,"(-6.405483633614868e-07, -2.093459135679395e-06, 1.5788363057448003)"
3.2351431849807355,2.9896786254229784,0.35475328673319634,"(-5.33428437599465e-08, -3.4121747492564633e-06, 1.5789996611250205)"
3.2351460737096214,2.989904150998719,0.35384436882585507,"(-1.9041970497714612e-07, 7.912073194203496e-05, 1.578970080125752)"
3.235801245376155,2.98888256103634,0.3538227408701984,"(-1.6417679132753773e-05, -3.3988159700444574e-05, 1.579728462502154)"
3.2348119344218498,2.9896418529436586,0.35486547908168525,"(-1.54174507547474e-07, -2.3248256596815606e-06, 1.5796435240015103)"
3.234796227827458,2.992119967789447,0.3538653712612093,"(-2.6993082171736653e-08, -1.4409101013577244e-06, 1.5796004128096524)"
