0,1,2
-8.17031963379467,-0.60967850059289,-10.840682460314714
-5.963271877619393,-0.4457056529383391,-11.235427624347022
-4.352003735855009,-0.3253197852624314,-17.161523853149372
-3.177570038712397,-0.23742661951198302,-14.626142256931386
-2.3192820020338636,-0.17325615364991986,-10.118561083556896
-1.692882762355016,-0.1264273497764429,-12.304535831682395
-1.2353679352178857,-0.0922498955760144,-13.594815305579095
-0.901589518249549,-0.06731303185649413,-10.526454615955998
-0.6581403286474532,-0.0491182450895072,-10.031517953849535
-0.4804069745868469,-0.03584112723241278,-11.688816943120653
-0.35058550434023106,-0.026150763954203734,-11.278190331206519
-0.2558486817144144,-0.019079760811261517,-11.072223788871606
-0.18672989631838213,-0.013920728867924585,-10.921809419506715
-0.136284120198759,-0.010156439370214185,-10.81201777042646
-0.09946591070800057,-0.007409823171532671,-10.731885520736654
-0.0725942015687426,-0.005405781938378627,-10.673401305568019
-0.052982002120017656,-0.003943578454511882,-10.630716926128569
-0.03866813084680325,-0.0028767345366898763,-10.599563976619775
-0.02822121503358983,-0.0020983659220624156,-10.576827172057337
-0.02059657377681628,-0.0015304806994358394,-10.56023283927679
-0.015031752857667974,-0.001116170128612317,-10.548121551822925
-0.01097027968071629,-0.0008139098385787003,-10.5392821875949
-0.008006016230708386,-0.0005934015158750714,-10.532830816604948
-0.005842545089980905,-0.0004325381820215223,-10.528122308099245
-0.004263527860603102,-0.00031518998976810245,-10.524685817374204
-0.0031110713262290815,-0.0002295882967467284,-10.522177701319894
-0.0022699380152966736,-0.0001671467531306783,-10.520347154166735
-0.0016560226265493183,-0.00012160083146335143,-10.51901112684674
-0.0012079413633499703,-8.83801323913733e-05,-10.518036022140745
-0.0008808936611313006,-6.415031864529582e-05,-10.517324334949866
-0.0006421820480419867,-4.647888022296724e-05,-10.516804901751225
-0.00046794248627472453,-3.3591263019181736e-05,-10.516425784286845
-0.0003407579763818737,-2.4192937795917492e-05,-10.51614907575393
-0.00024791677217246306,-1.7339567765446712e-05,-10.51594711006279
-0.0001801412515859407,-1.2342327211351701e-05,-10.515799695300872
-0.00013066023535724744,-8.698782655289634e-06,-10.515692094531015
-9.453177548332704e-05,-6.042425444221045e-06,-10.515613552061849
-6.814900196091946e-05,-4.105971151597445e-06,-10.515556217917462
-4.8879511586687534e-05,-2.694442752594923e-06,-10.51551436281227
-3.4801991932457946e-05,-1.6656768644267362e-06,-10.515483805285855
-2.451419883098254e-05,-9.159813551124501e-07,-10.515461493524034
-1.6992684389404783e-05,-3.6971741551414614e-07,-10.515445200114504
-1.149048863311407e-05,2.8208414322252814e-08,-10.515433299436935
-7.462458750428627e-06,3.180478569314153e-07,-10.515424605024306
-4.510655155554195e-06,5.290691085059441e-07,-10.51541825094877
-2.3446744102710593e-06,6.826551496057642e-07,-10.515413605168604
-7.525570789974026e-07,7.943915123043644e-07,-10.515410206426086
4.204315788135087e-07,8.756446894830917e-07,-10.515407718061072
1.287177110613261e-06,9.346878254333352e-07,-10.515405894328673
1.9301178381192826e-06,9.775331543273238e-07,-10.515404555911566
